text,target,num_characters,num_words,num_sentance,transformed_text
"K I'll head out in a few mins, see you there",0,44,13,1,k head min see
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0,116,28,3,want leav bare stay sane fight constantli help
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,1,90,18,3,current lead bid paus auction send custom care 08718726270
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1,159,28,1,free entri gr8prize wkli comp 4 chanc win latest nokia 8800 psp cash everi great 80878 08715705022
Somebody set up a website where you can play hold em using eve online spacebucks,0,80,15,1,somebodi set websit play hold em use eve onlin spacebuck
Its sunny in california. The weather's just cool,0,48,10,2,sunni california weather cool
You have 1 new message. Call 0207-083-6089,1,42,8,2,1 new messag call
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",0,64,20,1,make squeez lt gt buck dad
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,0,88,16,1,good day teeth pain maintain stuff
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,0,159,36,6,babe hope shit night sleep fell asleep knacker dread work tonight thou upto tonight x
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,0,147,27,2,friend help us problem give stupid suggest land us anoth problem help us forgt previou problem
I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,0,101,26,2,gentl babi soon take lt gt inch deep insid tight pussi
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,0,40,12,3,much fight good nite
Nt joking seriously i told,0,26,5,1,nt joke serious told
Watching ajith film ah?,0,23,5,1,watch ajith film ah
Ooooooh I forgot to tell u I can get on yoville on my phone,0,59,14,1,ooooooh forgot tell u get yovil phone
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",0,104,25,2,done hand know mega shop asda count celebr that
I dont know exactly could you ask chechi.,0,41,9,1,dont know exactli could ask chechi
Dunno lei shd b driving lor cos i go sch 1 hr oni.,0,50,14,1,dunno lei shd b drive lor co go sch 1 hr oni
As in i want custom officer discount oh.,0,40,9,1,want custom offic discount oh
That's necessarily respectful,0,29,4,1,necessarili respect
Hi. Hope you had a good day. Have a better night.,0,49,14,3,hi hope good day better night
And he's apparently bffs with carly quick now,0,45,9,1,appar bff carli quick
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,0,157,38,2,hard true much show amp express love someon much hurt leav get seper 〨ud even
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,0,86,21,1,babe think got ur brolli left english wil bring 2mrw 4 u luv franxx
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,0,129,30,2,hi babe thank come even though didnt go well want bed hope see soon love kiss xxx
So gd got free ice cream... I oso wan...,0,40,11,2,gd got free ice cream oso wan
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0,69,19,2,pl give prometazin syrup 5ml lt gt min later feed
So how many days since then?,0,28,7,1,mani day sinc
Dear are you angry i was busy dear,0,34,8,1,dear angri busi dear
Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,0,160,42,3,yup msg tat yiju tot group mate co meet today mah askin ü leav earlier wat mah co mayb ü haf walk v far
... Are you in the pub?,0,23,7,1,pub
There is a first time for everything :),0,39,9,1,first time everyth
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",0,82,23,1,daddi shu shu look 4 u u wan 2 tell u singapor wat
I ask if u meeting da ge tmr nite...,0,36,10,1,ask u meet da ge tmr nite
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,0,80,18,3,gr8 handl victoria island traffic plu album due
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,0,81,17,1,nite nite pocay wocay luv u n e thing 4eva promis ring u 2morrowxxxx
East coast,0,10,2,1,east coast
You should get more chicken broth if you want ramen unless there's some I don't know about,0,90,19,1,get chicken broth want ramen unless know
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,0,112,26,3,slave want take 2 3 pictur today bright light cell phone bright light
Nope. I just forgot. Will show next week,0,40,10,3,nope forgot show next week
So how are you really. What are you up to. How's the masters. And so on.,0,72,21,4,realli master
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0,82,26,1,bruce amp fowler mom car ca park long stori
I dont know oh. Hopefully this month.,0,37,9,2,dont know oh hope month
"Hi elaine, is today's meeting confirmed?",0,40,9,1,hi elain today meet confirm
Ok k..sry i knw 2 siva..tats y i askd..,0,39,14,1,ok k sri knw 2 siva tat askd
U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,0,84,22,1,u horribl gal u knew dat go wif yest n u still come n ask
Oh yeah! And my diet just flew out the window,0,45,11,2,oh yeah diet flew window
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,1,106,22,3,santa call would littl one like call santa xma eve call 09058094583 book time
You didnt complete your gist oh.,0,32,7,1,didnt complet gist oh
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",0,97,25,2,er yeah b sorri tell sit come wen u
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",0,102,23,1,make time tonight whenev cool text whenev around
If I was I wasn't paying attention,0,34,8,1,pay attent
Thanx a lot 4 ur help!,0,22,7,1,thanx lot 4 ur help
You're gonna have to be way more specific than that,0,51,12,1,gon na way specif
Jesus armand really is trying to tell everybody he can find,0,59,11,1,jesu armand realli tri tell everybodi find
I'm wif him now buying tix lar...,0,33,9,1,wif buy tix lar
Mode men or have you left.,0,26,7,1,mode men left
Am slow in using biola's fne,0,28,7,1,slow use biola fne
What are youdoing later? Sar xxx,0,32,7,2,youdo later sar xxx
Hey i've booked the 2 lessons on sun liao...,0,44,11,1,hey book 2 lesson sun liao
Thank you. do you generally date the brothas?,0,45,10,2,thank gener date brotha
"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",0,90,21,2,way make sure u get train worc foreg street shrub hill fun night x
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0,99,25,2,thought get watch co that kind thing u get4an18th love much
You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,1,162,37,3,guarante 32000 award mayb even cash claim ur award call free 0800 legitimat efreefon number wat u think
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,0,70,18,2,good morn repair shop reason hour
"And that's fine, I got enough bud to last most of the night at least",0,68,17,1,fine got enough bud last night least
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,0,104,26,4,back good journey let know need receipt shall tell like pendent
So that takes away some money worries,0,37,7,1,take away money worri
"aight we can pick some up, you open before tonight?",0,51,12,1,aight pick open tonight
"Latest News! Police station toilet stolen, cops have nothing to go on!",1,70,15,2,latest news polic station toilet stolen cop noth go
Sac needs to carry on:),0,23,7,1,sac need carri
Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,0,251,48,4,sing hu think also import find someon femal know place well prefer citizen also smart help navig even thing like choos phone plan requir guidanc doubt ask especi girl
What???? Hello wats talks email address?,0,40,11,2,hello wat talk email address
Except theres a chick with huge boobs.,0,38,8,1,except there chick huge boob
Im just wondering what your doing right now?,0,44,9,1,im wonder right
Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,0,101,21,3,wish beauti day moment reveal even thing keep smile enjoy
For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,1,108,17,1,sparkl shop break 45 per person call 0121 2025050 visit
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,0,120,32,1,hear loud scream lt gt minut caus gyno shove thing belong
Ok i thk i got it. Then u wan me 2 come now or wat?,0,51,17,2,ok thk got u wan 2 come wat
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,1,147,31,2,txt call 86888 claim reward 3 hour talk time use phone inc 3hr 16 stop txtstop
U GOIN OUT 2NITE?,0,17,5,1,u goin 2nite
I will treasure every moment we spend together...,0,49,9,1,treasur everi moment spend togeth
Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,0,87,22,3,shall bring us bottl wine keep us amus joke bring one anyway
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,1,83,11,3,wml c
"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",1,142,34,5,urgent last weekend draw show cash spanish holiday call 09050000332 claim c rstm sw7 3ss 150ppm
I thought slide is enough.,0,26,6,1,thought slide enough
Well obviously not because all the people in my cool college life went home ;_;,0,79,17,1,well obvious peopl cool colleg life went home
Ok lor ü reaching then message me.,0,34,8,1,ok lor ü reach messag
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,0,122,30,5,mummi boy good bad posit neg mummi made wait hmmmm
Dhoni have luck to win some big title.so we will win:),0,54,13,1,dhoni luck win big win
Yes princess! I want to please you every night. Your wish is my command...,0,74,17,3,ye princess want pleas everi night wish command
No probably  &lt;#&gt; %.,0,25,11,1,probabl lt gt
Really do hope the work doesnt get stressful. Have a gr8 day.,0,61,14,2,realli hope work doesnt get stress gr8 day
Have you seen who's back at Holby?!,0,35,10,2,seen back holbi
Shall call now dear having food,0,31,6,1,shall call dear food
URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,1,148,27,1,urgent tri contact last weekend draw show u prize guarante call 09064017295 claim code k52 valid 12hr 150p pm
So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,0,78,16,1,li hai bore da lectur repeat last week stuff wast time
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",0,169,41,3,pick variou point go 2 yeovil motor project 4 3 hour u take home 12 2 max easi
Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,0,135,32,1,also fuck famili go rhode island wherev fuck leav alon week new bong gt
Ofcourse I also upload some songs,0,33,6,1,ofcours also upload song
2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,1,145,33,4,2p per min call germani 08448350055 bt line 2p per min check info c text stop opt
Oh thanks a lot..i already bought 2 eggs ..,0,43,11,1,oh thank lot alreadi bought 2 egg
U studying in sch or going home? Anyway i'll b going 2 sch later.,0,65,17,2,u studi sch go home anyway b go 2 sch later
Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,1,160,33,2,marvel mobil play offici ultim game ur mobil right text spider 83338 game send u free 8ball wallpap
